MarketCap,Date
4951240.67933234,2022-03-04
4941743.538438126,2022-03-05
4855101.720380036,2022-03-06
4751836.989243088,2022-03-07
4259918.602475535,2022-03-08
3193646.1372700026,2022-03-09
3196890.160854572,2022-03-10
3345737.009008039,2022-03-11
2956524.35409694,2022-03-12
2972308.316904553,2022-03-13
3149748.733205963,2022-03-14
3395760.7772181295,2022-03-15
4979161.536425854,2022-03-16
5056338.777218168,2022-03-17
4878944.244486584,2022-03-18
4888461.331485944,2022-03-19
5083959.917547752,2022-03-20
5246184.824984924,2022-03-21
5262404.845026424,2022-03-22
5929007.729393643,2022-03-23
5650414.609817957,2022-03-24
3799441.5305874622,2022-03-25
3462774.1837893934,2022-03-26
3569393.188554077,2022-03-27
3494349.7794264187,2022-03-28
3798533.3794285064,2022-03-29
3554992.383385579,2022-03-30
3597631.178146716,2022-03-31
4373297.257913404,2022-04-01
4988319.192356754,2022-04-02
5514635.976507098,2022-04-03
4923190.588599464,2022-04-04
4990147.396670183,2022-04-05
4835335.786505995,2022-04-06
4193180.055731182,2022-04-07
4458238.8053780515,2022-04-08
3098162.9591032616,2022-04-09
3468570.461922477,2022-04-10
3551082.793537004,2022-04-11
3332054.9012115677,2022-04-12
3247500.759335628,2022-04-13
2903254.00950872,2022-04-14
2196059.669719453,2022-04-15
2604922.0875826254,2022-04-16
2511768.5941116614,2022-04-17
2613795.6145065064,2022-04-18
2541627.2728064144,2022-04-19
2594405.4753796565,2022-04-20
2599950.0049962522,2022-04-21
2879631.3015180165,2022-04-22
2844700.7619336,2022-04-23
2982218.765950176,2022-04-24
2935949.747204523,2022-04-25
2824373.549758609,2022-04-26
2436060.587393572,2022-04-27
2348228.9289172357,2022-04-28
2428364.1438114755,2022-04-29
2128374.4824452763,2022-04-30
2110209.2396200863,2022-05-01
2204557.007802541,2022-05-02
1774426.9430729179,2022-05-03
1257675.5094962995,2022-05-04
1177017.234419227,2022-05-05
1149509.857343291,2022-05-06
1176542.5329748322,2022-05-07
1205576.0866022003,2022-05-08
1161438.562599327,2022-05-09
1164260.6409968068,2022-05-10
1159163.7334524875,2022-05-11
1025079.6571109669,2022-05-12
762236.5300673955,2022-05-13
776191.6178658466,2022-05-14
793279.7519794432,2022-05-15
779806.7064655283,2022-05-16
695702.8312648778,2022-05-17
719407.4611676447,2022-05-18
745434.7670770915,2022-05-19
742868.9874304938,2022-05-20
743573.0870241432,2022-05-21
733781.1267445858,2022-05-22
728018.1275207569,2022-05-23
718181.5898968041,2022-05-24
683446.9233496039,2022-05-25
665147.0193891949,2022-05-26
