Open Time,Open,High,Low,Close
2024-03-11 01:00:00,0.00126800,0.00217700,0.00126800,0.00185300
2024-03-12 01:00:00,0.00185500,0.00192300,0.00174000,0.00183000
2024-03-13 01:00:00,0.00183900,0.00192900,0.00177400,0.00182500
2024-03-14 01:00:00,0.00182700,0.00186900,0.00169900,0.00176900
2024-03-15 01:00:00,0.00177600,0.00179000,0.00161500,0.00163800
2024-03-16 01:00:00,0.00164300,0.00169200,0.00150300,0.00158700
2024-03-17 01:00:00,0.00159000,0.00161000,0.00150100,0.00153400
2024-03-18 01:00:00,0.00153500,0.00158700,0.00139200,0.00140100
2024-03-19 01:00:00,0.00140300,0.00149000,0.00133200,0.00145000
2024-03-20 01:00:00,0.00145800,0.00170700,0.00142400,0.00153700
2024-03-21 01:00:00,0.00153300,0.00163000,0.00151100,0.00160500
2024-03-22 01:00:00,0.00160500,0.00169200,0.00154300,0.00156400
2024-03-23 01:00:00,0.00156000,0.00158000,0.00150100,0.00150800
2024-03-24 01:00:00,0.00150600,0.00154600,0.00147700,0.00150300
2024-03-25 01:00:00,0.00150300,0.00167600,0.00147100,0.00154000
2024-03-26 01:00:00,0.00153400,0.00165000,0.00146900,0.00148500
2024-03-27 01:00:00,0.00148600,0.00151000,0.00144300,0.00145900
2024-03-28 01:00:00,0.00147000,0.00148900,0.00140500,0.00143700
2024-03-29 01:00:00,0.00143700,0.00145600,0.00139900,0.00141900
