Open Time,Open,High,Low,Close
2020-08-22 02:00:00,0.09100000,0.17541000,0.09100000,0.12240000
2020-08-23 02:00:00,0.12240000,0.14500000,0.10400000,0.11563000
2020-08-24 02:00:00,0.11119000,0.11647000,0.10400000,0.10889000
2020-08-25 02:00:00,0.10763000,0.11164000,0.08461000,0.09367000
2020-08-26 02:00:00,0.09300000,0.10000000,0.08959000,0.09779000
2020-08-27 02:00:00,0.09935000,0.11647000,0.09500000,0.11117000
2020-08-28 02:00:00,0.10621000,0.14400000,0.10621000,0.11938000
2020-08-29 02:00:00,0.11931000,0.13180000,0.10821000,0.12018000
2020-08-30 02:00:00,0.12038000,0.13617000,0.11597000,0.12148000
2020-08-31 02:00:00,0.12182000,0.13739000,0.11500000,0.12740000
2020-09-01 02:00:00,0.12790000,0.13501000,0.11202000,0.11671000
2020-09-02 02:00:00,0.11433000,0.11765000,0.09617000,0.10616000
2020-09-03 02:00:00,0.10656000,0.10733000,0.08489000,0.09185000
2020-09-04 02:00:00,0.08506000,0.11250000,0.07697000,0.08797000
2020-09-05 02:00:00,0.08797000,0.09618000,0.07297000,0.08500000
2020-09-06 02:00:00,0.08511000,0.09000000,0.06381000,0.08140000
2020-09-07 02:00:00,0.08146000,0.09823000,0.07620000,0.08577000
2020-09-08 02:00:00,0.08575000,0.09894000,0.07650000,0.08000000
2020-09-09 02:00:00,0.07996000,0.08500000,0.07803000,0.08293000
2020-09-10 02:00:00,0.08357000,0.09169000,0.08210000,0.08291000
2020-09-11 02:00:00,0.08329000,0.08582000,0.07700000,0.08427000
2020-09-12 02:00:00,0.08174000,0.08429000,0.07666000,0.07907000
2020-09-13 02:00:00,0.08000000,0.08178000,0.07109000,0.07109000
2020-09-14 02:00:00,0.07311000,0.07695000,0.07187000,0.07689000
2020-09-15 02:00:00,0.07689000,0.08000000,0.07200000,0.07369000
2020-09-16 02:00:00,0.07369000,0.07393000,0.06632000,0.06800000
2020-09-17 02:00:00,0.06772000,0.07000000,0.05900000,0.06017000
2020-09-18 02:00:00,0.05900000,0.06996000,0.05723000,0.06285000
2020-09-19 02:00:00,0.06288000,0.07498000,0.06223000,0.07486000
2020-09-20 02:00:00,0.07085000,0.07484000,0.06642000,0.06896000
2020-09-21 02:00:00,0.06777000,0.06899000,0.05857000,0.06010000
2020-09-22 02:00:00,0.05891000,0.05891000,0.05423000,0.05581000
2020-09-23 02:00:00,0.05612000,0.07483000,0.05325000,0.06250000
2020-09-24 02:00:00,0.06160000,0.07455000,0.06017000,0.06484000
2020-09-25 02:00:00,0.06300000,0.06600000,0.05954000,0.06437000
2020-09-26 02:00:00,0.06366000,0.06554000,0.06041000,0.06185000
2020-09-27 02:00:00,0.06216000,0.06361000,0.06010000,0.06361000
2020-09-28 02:00:00,0.06241000,0.06690000,0.06241000,0.06250000
2020-09-29 02:00:00,0.06139000,0.06211000,0.05908000,0.06100000
2020-09-30 02:00:00,0.06211000,0.07099000,0.05948000,0.06416000
2020-10-01 02:00:00,0.06685000,0.06953000,0.06073000,0.06200000
2020-10-02 02:00:00,0.06099000,0.06579000,0.05897000,0.06017000
2020-10-03 02:00:00,0.06017000,0.06100000,0.06017000,0.06100000
2020-10-04 02:00:00,0.06062000,0.06328000,0.05999000,0.06232000
2020-10-05 02:00:00,0.06576000,0.06577000,0.05861000,0.05975000
2020-10-06 02:00:00,0.05976000,0.06103000,0.05657000,0.05657000
2020-10-07 02:00:00,0.05637000,0.05845000,0.05582000,0.05784000
2020-10-08 02:00:00,0.05784000,0.07091000,0.05692000,0.06500000
2020-10-09 02:00:00,0.06435000,0.06746000,0.06420000,0.06715000
2020-10-10 02:00:00,0.06915000,0.07483000,0.06915000,0.07271000
2020-10-11 02:00:00,0.07182000,0.07460000,0.06576000,0.06861000
2020-10-12 02:00:00,0.06948000,0.07472000,0.06468000,0.06748000
2020-10-13 02:00:00,0.06738000,0.06895000,0.06617000,0.06617000
2020-10-14 02:00:00,0.06770000,0.06888000,0.06494000,0.06494000
2020-10-15 02:00:00,0.06501000,0.06893000,0.06446000,0.06627000
2020-10-16 02:00:00,0.06642000,0.06642000,0.06254000,0.06357000
2020-10-17 02:00:00,0.06345000,0.06357000,0.06206000,0.06357000
2020-10-18 02:00:00,0.06357000,0.06447000,0.06281000,0.06295000
2020-10-19 02:00:00,0.06823000,0.06932000,0.06354000,0.06568000
2020-10-20 02:00:00,0.06651000,0.06772000,0.05675000,0.05865000
2020-10-21 02:00:00,0.05772000,0.06027000,0.05488000,0.05765000
2020-10-22 02:00:00,0.05765000,0.06216000,0.05671000,0.06120000
2020-10-23 02:00:00,0.06092000,0.08031000,0.05700000,0.05700000
2020-10-24 02:00:00,0.05676000,0.05772000,0.05103000,0.05412000
2020-10-25 02:00:00,0.05413000,0.07286000,0.05203000,0.05210000
2020-10-26 01:00:00,0.05420000,0.05500000,0.04881000,0.04922000
2020-10-27 01:00:00,0.04952000,0.07408000,0.04902000,0.05411000
2020-10-28 01:00:00,0.05525000,0.05800000,0.05000000,0.05100000
2020-10-29 01:00:00,0.05048000,0.05311000,0.04813000,0.05118000
2020-10-30 01:00:00,0.05057000,0.05057000,0.04365000,0.04546000
2020-10-31 01:00:00,0.04568000,0.04662000,0.04530000,0.04577000
2020-11-01 01:00:00,0.04585000,0.04700000,0.04520000,0.04607000
2020-11-02 01:00:00,0.04588000,0.04850000,0.04517000,0.04579000
2020-11-03 01:00:00,0.04530000,0.04530000,0.04179000,0.04262000
2020-11-04 01:00:00,0.04210000,0.04298000,0.04147000,0.04235000
2020-11-05 01:00:00,0.04200000,0.04278000,0.03940000,0.04278000
2020-11-06 01:00:00,0.04296000,0.04746000,0.04149000,0.04522000
2020-11-07 01:00:00,0.04500000,0.05451000,0.04301000,0.04368000
2020-11-08 01:00:00,0.04330000,0.04789000,0.04205000,0.04563000
2020-11-09 01:00:00,0.04638000,0.04638000,0.04201000,0.04300000
2020-11-10 01:00:00,0.04226000,0.05000000,0.04164000,0.04789000
2020-11-11 01:00:00,0.04803000,0.04803000,0.04216000,0.04556000
2020-11-12 01:00:00,0.04657000,0.04783000,0.03948000,0.04214000
2020-11-13 01:00:00,0.04038000,0.04334000,0.04027000,0.04334000
2020-11-14 01:00:00,0.04335000,0.04444000,0.04155000,0.04444000
2020-11-15 01:00:00,0.04330000,0.06000000,0.04006000,0.04309000
2020-11-16 01:00:00,0.04198000,0.04899000,0.04120000,0.04427000
2020-11-17 01:00:00,0.04459000,0.04623000,0.04295000,0.04576000
2020-11-18 01:00:00,0.04563000,0.04800000,0.04131000,0.04259000
2020-11-19 01:00:00,0.04186000,0.05447000,0.03960000,0.04020000
2020-11-20 01:00:00,0.04147000,0.04601000,0.04001000,0.04157000
2020-11-21 01:00:00,0.04270000,0.04378000,0.04000000,0.04355000
2020-11-22 01:00:00,0.04263000,0.04309000,0.03937000,0.04250000
2020-11-23 01:00:00,0.04139000,0.04949000,0.04102000,0.04500000
2020-11-24 01:00:00,0.04696000,0.04799000,0.04300000,0.04462000
2020-11-25 01:00:00,0.04462000,0.05398000,0.04251000,0.04285000
2020-11-26 01:00:00,0.04476000,0.04658000,0.03207000,0.03766000
2020-11-27 01:00:00,0.04171000,0.04173000,0.03674000,0.03789000
2020-11-28 01:00:00,0.03850000,0.03994000,0.03712000,0.03863000
2020-11-29 01:00:00,0.03785000,0.03986000,0.03408000,0.03688000
2020-11-30 01:00:00,0.03760000,0.03859000,0.03299000,0.03454000
2020-12-01 01:00:00,0.03570000,0.03780000,0.03243000,0.03519000
2020-12-02 01:00:00,0.03536000,0.03649000,0.03405000,0.03632000
2020-12-03 01:00:00,0.03646000,0.04129000,0.03581000,0.03660000
2020-12-04 01:00:00,0.03670000,0.03680000,0.03281000,0.03338000
2020-12-05 01:00:00,0.03275000,0.03728000,0.03229000,0.03465000
2020-12-06 01:00:00,0.03485000,0.03998000,0.03337000,0.03553000
2020-12-07 01:00:00,0.03569000,0.03890000,0.03270000,0.03305000
2020-12-08 01:00:00,0.03323000,0.03342000,0.02910000,0.02911000
2020-12-09 01:00:00,0.02904000,0.03219000,0.02701000,0.03119000
2020-12-10 01:00:00,0.03119000,0.04300000,0.02970000,0.03482000
2020-12-11 01:00:00,0.03538000,0.03587000,0.03000000,0.03147000
2020-12-12 01:00:00,0.03067000,0.03380000,0.03067000,0.03322000
2020-12-13 01:00:00,0.03193000,0.03381000,0.03134000,0.03329000
2020-12-14 01:00:00,0.03374000,0.03519000,0.03222000,0.03425000
2020-12-15 01:00:00,0.03418000,0.03595000,0.03327000,0.03516000
2020-12-16 01:00:00,0.03528000,0.03598000,0.03294000,0.03437000
2020-12-17 01:00:00,0.03480000,0.03671000,0.03075000,0.03197000
2020-12-18 01:00:00,0.03193000,0.05200000,0.03107000,0.03934000
2020-12-19 01:00:00,0.03934000,0.03997000,0.03402000,0.03600000
2020-12-20 01:00:00,0.03590000,0.04819000,0.03436000,0.03621000
2020-12-21 01:00:00,0.03621000,0.03713000,0.03260000,0.03500000
2020-12-22 01:00:00,0.03534000,0.04150000,0.03373000,0.03862000
2020-12-23 01:00:00,0.03862000,0.03897000,0.03300000,0.03327000
